    0          0.088653786            1.00000000  0.0001
    1          0.083248357            0.93902765  0.0001
    2          0.079681974            0.89879945  0.0001
    3          0.078667406            0.88735530  0.0001
    4          0.076525757            0.86319784  0.0001
    5          0.074353593            0.83869619  0.0001
    6          0.071937329            0.81144114  0.0001
    7          0.069606163            0.78514597  0.0001
    8          0.067178422            0.75776146  0.0001
    9          0.063359804            0.71468808  0.0001
   10           0.06124486            0.69083187  0.0001
   11          0.058510054            0.65998370  0.0001
   12          0.056575866            0.63816639  0.0001
   13          0.053326001            0.60150845  0.0001
   14          0.052692247            0.59435981  0.0001
   15          0.050066202            0.56473846  0.0001
   16          0.046553182            0.52511217  0.0001
   17          0.045210641            0.50996853  0.0001
   18          0.042355845            0.47776691  0.0001
   19          0.039503267            0.44559030  0.0001
   20          0.037311444            0.42086689  0.0001
   21          0.033333504            0.37599639  0.0001
   22          0.030704736            0.34634432  0.0001
   23          0.024314532            0.27426389  0.0001
